texts,labels
一个自残不已、毒人不倦的民族，你们害人的道德底线到底会止步在哪里,4
恨吧！！！,4
这是干嘛吃饭啊？,3
每次再厕所照的都挺漂亮。。,1
他眼角有泪。,2
眼睁睁看着同事去吃好吃的了，我一个人苦逼的在办公室趴下了，不想动……,2
(特别适用于膝盖)一只牙膏就搞定了(最好选用带有颗粒状的白色膏体的牙膏)；,0
你家叫唐宝？,0
3.一个名字多种译文；,0
品德高，哲惟爱。,1
随着美元本位下世界经济失衡的加剧，以及国际货币体系变迁促使外储多元化的诉求不断升温，未来新兴市场国家央行将会继续购入黄金,0
我好奇这么亮堂得几天就剃一次头啊？,2
看他那高兴的样子，太有才了。,1
虽然昨天已点评，今日再看详解仍控制不了心中愤怒，狗日的王八蛋，挨千刀都不足平民愤！,4
究竟是卖了还是买了啊？？嗨过头了是不？,0
今天超冷的!!!,2
我艹。。。。。,4
若溪偷我们家地主!阿白去干掉他呀!,1
哦了，知道啦,0
我葱肩膀那俩坨毛毛设计的真好，多远都能在人堆里看见她哈哈！,1
找个鸡巴操烂你的菊花就对了！怒,4
人家完全有可能是在练六脉神剑的中冲剑呢？,4
我是没有机会再看我爱你了，期待你新的作品和节目！,1
这种企业不值得同情。,3
那必须的！我又欠银行钱了……,2
游泳吗?放心我比较安全，哥是不恋爱主义！,0
用坑爹二字概括再合适不过、,0
贪污受贿？,3
尼玛我也伤不起啊！,4
相片看不出来～,0
对。就你不让我说话。,4
每每快到分别才知道珍惜，离毕业只有几个月的时间了，到时候你们又会在哪里在哪节车厢？,2
有本事也捐啊现在老百姓不缺别的就差钱！！！！！,3
永远回不去了。。,2
起到了一个很好的表率作用。,3
如果要做人流，是不是要先断奶？,0
起来推倒三座大山！！！,1
声卡：我插上主板不动不说还得整天叫。。。,2
汕头把这叫虾姑?我们喊它虾公或者虾爬，大连人貌似喊它皮皮虾,0
假面君？仲有兔基斯吖。,4
要我昧着良心吗？吉他姐,3
恩，我估计那妈赢了,0
还有批发拍个几十件，然后不付款。,4
何老师的纤纤玉手亮了~,1
幸好···十年后，你还在。,1
主要从事古生物、现生生物和人类学的标本收藏、科学研究和科学普及工作。,0
哈哈话说，幂坐的沙发位置很大哦~偷笑(天下女人),1
慢慢来。别急啊~这两天变冷了，注意保暖啊,0
各种黑呀～,4
还没到啊。,3
好吧，非一般的话我骂死他,4
可谁知今天又是吐呀又是烧的，幸亏折腾半天，总算烧貌似在退下去了~细心照顾！,2
你杂起的噶早？,0
出题的人是傻逼吗?,4
如果法和理事对立的，这个法就是错的，从根本上就错了，以这样的法为依据来治理，笑话,3
我最爱刘忻在长沙唱区21进10那场唱羞嗒嗒的玫瑰静悄悄的开的妆容和造型.,1
死晒仲有咩意思呢?,3
对哦！刚才新闻演的！九月上市！,0
再次感受到了李宇春身上的号召力。,1
越望越渴。,2
你好肉麻啊！,2
所以闺蜜你的安慰实在是在伤口撒盐巴啊撒盐巴！！,4
逗士们做鬼也幸福.宁做英美的鬼，不做中国的人,0
内80块钱你们交了没？你把这个步骤写下来俺们也玩玩,0
你还颜色！,4
如果说一切都是天意一切都是命运，终究已注定,0
没你，没意思哈。,2
我昨天就说了！！！你不想,4
不管咋说，人家地产开发走向国际了,0
尼玛！！！！！！！！！！！,4
回头跟你说，我要安检了，等我好消息哦！,0
我想把你就放在这个地方，飙着泪不回头一个人往前走，却又担心你迎不住后面刮来的风！,2
当时则是直接从翻来覆去睡不着，到在一个新的地方的床上很困但睡不着，翻来翻去，一会儿觉得床单粗砺(是红黄相杂的老旧西洋花纹)，一会儿觉得房间隔音不好，楼上有人咚咚摔倒。,3
我得到了很多你们便是我最美好的遇见感谢我生命里有了那么一堆爱我的你们心心祝我的第6201天148836小时8930160分钟生日快乐快高长大蛋糕音乐,1
作为金华人，我很愤怒！,4
我可以很负责的说这位副厅长黄庆荣绝对是历史上所说的奸臣，当初主动提出要给毛主席制造瓷器的是他，现在反过来讲毛主席坏话的还是他，他是什么人呢？,3
谁敢欺负你，我撑你,1
这么说采芰荷以为衣是有可能的？！,0
主要是我会心疼，知道吗？,2
假马学别个小妹妹写日记，字都不认得几个，写鬼哦，铁定你写不了一个月,3
为啥要有雪花呢。。。,0
明明是挂学员牌的，还连长？！,3
我哪里有？,2
我了个去啊！！太恐怖了以后去东门要小心了！,3
这是污点我受不了！,4
应该是你给我红包好吧你都开始挣钱了，我还在花钱,3
就就都好呱!,0
没敢问，怕他说我神经,0
别生气，送个皇冠抱枕给你压压惊,3
要处分什么的都不怕，我们都只是说句实话，公道自在人心。,4
给领导拍相片的专职摄影师，你的痛苦我了解！！！,3
拍个4s就算了还硬要露个prada又那么刚刚好的露出大logo是要告诉大家马脸夏马头家的桌子都特别小吗？,3
第一次吃，是老妈做的，我，想家了泪,2
把我忘了，生气！,4
就只见吴仪说退休后要成立中医学院，不知现在怎么样了。,0
一直都有才，只是你没发现,0
还是不愿意解决？？,4
阿阿你怎么知道我和他的?是以前对他太在乎了.现在也没什么了,2
是你哈哈你搬哪去啦？,1
火力发声！！,1
这是哪里?,0
鼠噢你你好讨厌的！,3
好不好耍嘛！,0
希望新京报人一定要坚持！,1
干嘛啦干嘛啦。臭老头。,3
唉。。以后会遇到你勒宠物勒,2
轻者让他自己舔干净!!!,3
你怎么上班总想着请假啊那你的班是上不好了！！,3
詹其雄的奶奶因此病故，这笔帐又该怎么算？！,4
额成都都热的不行了还去重庆我想自杀了我就去。嗯你确实有点仙气哈,2
20110114一大早看到这个，我哭…,2
我肯定不是！,1
狠心的一课，但刻骨铭心，值得。,1
觉得呢次kc噶物理难化学易噶举手、我觉得化学难物理易哇哈哈同意我的也举手！,3
我站得太久说的太久了我自己都累了，你怎么还是听不懂？,3
你开刀啊？,3
你拍个舛舛啊！,4
想了好半天，说不出嘴，自己都臊得脸红了。。。。,2
如何看600419，谢谢,0
全国的呀！春秋会服！,2
贵州帅哥多！幸好我这边还有个睿姐姐。,1
纯净美好.,1
替换为写论文，就是在说我了,0
贱人太多了，我今天才见识了2个,3
乞讨小孩大部分来自于丐村，春节出来勤工俭学。,0
你这些家伙都疯了，一个个的思维混乱,4
别再折腾农民了！,3
尼玛！！！,4
我琴晚都2点几啦，今日照样去上课，俺是个好孩子,0
爱你支持你的心不晚对不对?,1
自斟自饮呢么。我可怜的。,2
铃声和短信我也要！！！,1
大陆妹我苦逼等演唱会吧=_=,2
没有噢！这是口号呀！,1
可是还有一大桶衣服等着我去鞣蛎它们泪泪泪泪我要碎叫！！,2
汇丰如此服务，自叹弗如。,1
被拆散了？,0
我激动的麻，刚刚过安检的时候咪咪还遭摸了,3
=从刚玩游戏的时候就是8号脸控，果断8号脸怎么都好看。,3
算了吧，光我们几个，根本不行，好累啊,2
也许另一个世界也有民间舞课，且上课铃声响起…,2
吵架归吵架别老拿分手说事。多伤感情,2
唉，我又买单了，一万rmb散了。,2
攀比只会让你的心灵越来越扭曲和自卑~直至变态！,3
甘有咪呀.,1
乱讲野添乱！,3
做奴隶的人们～,3
由于一系列原因，今天中午没有去长乐宫。,2
疙瘩汤、虾仁三鲜蒸饺、干肠蒸干豆腐、沾酱菜、玉米加芋头、最后来点木瓜~~我美了美了美了~~撑了撑了撑了~~~发了发了发了~~~,1
这是社会主义国家不应当发生的。,4
几号去住？我们去拆屋。,0
就要你的么~~~,2
旅行的时候嘴里带着个大溃疡真是罪孽…,2
想杀人...,4
对我来讲唔冻嘛！,3
重庆是个好大喜功的城市~惊人之举频出背后掩藏经济发展的疲弱！,3
还尼玛骂不还口的你是死人阿！！,4
现在的俄罗斯人比共产党时代的苏联人悲哀？？你的思路很奇怪哦,2
是啊，没种成功的哈密瓜。,2
阴功了，我可怜的脚趾最近得罪谁了，前几天弄伤的才刚刚好，今晚又把脚甲几乎踢翻，走路那个痛啊抓狂，后天还能去旅行吗？？,2
不要怪我，我真是莫名其妙受冤枉的火大。,4
丫的抓到就是你的死期！,4
请问锅里到底下了多少个饺子？怒,4
我觉得我有旅游前崩溃症。。。,2
不喊我去，我生气了，我伤心了！,2
我不了解我的寂寞来自何方，但我真的感到寂寞。,2
有几个，哈哈,0
担心这样下去会胖死！,2
就喜欢身边的脸很丑但很瘦的女人穿着你穿不进的美衣？,3
阿古弄又真相了。。。,0
系边，这样消费，系肇庆太贵了,3
肥的是你啦。。。,3
每天的幸运奖中奖名单会在次日9时在网上公布哦~耐心等待一下吧~~哈哈,4
谢谢你的“情人节”礼物啊！,1
你的头像画技真不怎么样，邪恶的画反映出邪恶的内心。,3
都想你啦！！你就是不搭理人家,2
没衫着…冻死喇,2
摆明要我妒忌！,3
你们两个白痴。,2
纯属虚构，仅书上可见，如有雷同，必是新闻联播，不能当真。,3
孙自从演了石光荣，就老把自个当五道杠。,3
不过看着有点难度啊，工作狂神马的真愁人==哈哈，燕子也要加油了，向棒棒的老大看齐！,1
前者会让你失望，后者会让你的恋爱多些色彩！,0
会的，不好的事情都不记得了！,0
回不去了，领导给我新任务了…每天九点干到凌晨一点,2
看着几只的照片，听着几只的solo歌曲就是这种状态。。。偷笑泪,2
恩，我才回来，热死了,3
开玩笑呢，当然严重不灵,2
想多看一天温州的太阳还是美女呢?,3
急啊，老外买动车实名车票怎么买？谢谢,0
没有看到你们的广告呵~,3
大叔我对不起你--,2
那你不会喊我一声啊？,0
泼冷水的人，请摸着良心说话。,3
可以牺牲这个行业的所有就业机会，因为如果保护了他们的就业机会，就会导致了一代人、两代人，甚至一个民族的整体堕落。,3
买到硬座2天2夜累死了！,2
肖大宝，不要太难过了。,2
这样啊！我还不知道呢！谢谢,0
最重要的是佐以各种新鲜八卦，哇塞，绝哒,1
有台风？我咋不晓得,0
又碰到一群狗屁领导装逼!,4
跟老师斗是不想学了，跟老板斗是不想混了，跟老婆斗是不想活了。。。,0
我换了摩托。,4
韩庚韩庚韩庚韩庚！,1
神一样的独裁者！,0
镇长把《宪法》往桌子上一摔，说，你以为《宪法》是给你看的吗，这是给联合国看的！,4
死人边裁！！翻屋企啦！,4
以后还敢和你打？？,0
休息一天很不容易，一大早五点多就被陌生的电话吵醒！,4
证明我这么早就上班了！！,0
禁烟怎么开会啊？？,0
敢选择就别屈服于奖项，为了最初的爱，坚持下去，加油！,1
没有啦，那些是笨蛋。,3
教授是虐我心的...,2
跟项总合照的那个就是我，右下角,0
谢谢您！有需要一定向您请教。,1
我们更相信他无时无刻都感受的到我们在为他付出！,1
我靠~坐个地铁都能遇到麻匪！,4
也因为有海岩老师、冯军哥哥这样的大爱无疆你知道这个社会一直是有希望的,1
她喜欢被关心被包围的感觉，唯一一次却只是在分娩的剧痛中。,2
这潜伏的翻译员和审稿的又计划跳槽去南航或国航了吧？,3
现在还有人抢房么？,0
你不许有事。。,0
挺释然的歌啊，何必用得这么悲催？,3
是啊-_-,2
暂时说来，村上先生的小说中，超长篇的最喜欢《奇鸟行状录》，长篇最爱《舞舞舞》，而中篇首推《国境以南，太阳以西》。,1
万恶的垄断国企和…！,4
你眼贼，其实我咋觉得男人逐渐不那么男权了，反而女性们很男权。,0
白羊最容易爱上不爱自己的人。,0
先赞一个！,1
现在的学生叫老师情何以堪。。。,3
去买啊！！！,4
百度就没点靠谱的东西。,3
起的比上坟的还早，只为了在婺源的第一道曙光！,0
我不信这货是你！,3
魏公村的店可以插电源线麽？我想带本本去。,0
在家是母亲得帮这帮小皇帝们擦屁股吧，在外面装什么样子？！,3
我们正处于并将长期处于失望的阶段。,3
好吧..痴呆也挺不错的嘛,1
你永远都系食品学院学生会嘅骄傲！！！,2
有这样神马？？？,0
妈的怪不得鸡肉这么便宜，各个学校都用鸡肉做菜,4
我知道我知道世纪东方地下一层美食广场里的！呵呵,0
算了先躺到床上去应该能睡着。。。,2
也不看看我姐是谁…,0
哎呀，我都快1年没睡过懒觉了！你知足吧,2
不错，非常好的点子，落实就可以了，必将有助于改变当前的中医现状。,1
来一瓶正宗的加拿大冰红吧，晚会很好，除了巨星等级，不比央视的差多少了，大气。,1
无比羡慕啊，我也想回克发狠玩~,1
医术贬值非医生之错，乃制度设计之过，是对知识的不尊重。,3
！！！啥意思呀你？？,3
家宝一脸愧疚的说：妈咪，我太对不起你了!,2
要是对我肚里的健康不利，老娘要炸了你们店！！！,4
打劫你啊。,3
今晚无心睡眠，只希望风继续吹，我仰望星空能够看见你的笑容！爱心发光,1
真的！这句才是我想说的！,0
你也有四位数，我还一直三位数，还没领过,2
好了，你钱多的连个逼都塞不进了，这样说很爽是吧？,3
推荐一个友有牌子的泡椒笋，超美味！,1
给他们一份安静简单的祝愿吧！,3
好想有个你，在我时刻需要你的时候，你会出现在我生命里！,1
你知道我心疼就好啦!,1
睡了个觉起来热闹成这样。我汗的,3
刚给我打电话说，你家春要录《鲁豫有约》？,0
你能整点干的不？,1
防窃听本来就应该是三大运营商的基本服务，竟被用来收费害怕,3
你很没诚意，钟小妹,3
换个毛线啊，花了我那么多钱~,4
不知道海啸预警、人员疏散情况，希望伤亡最小化。,0
全体学生会嘅成员喺你宿舍楼下用蜡烛为你祈祷……,2
车位在本周五正式发售，结果大家的车昨天夜里就被砸了！,4
但是自己始终坚信一件事：阿峰是很优秀的人！,1
你们应该和百合网、世纪佳缘他们弄个合作,0
只有在美国才行...,0
不为人取。,0
睡觉。一睡着了就不知道饿了,0
简直就是神猫啊！,1
你悲剧了，大众情人,2
你可以要求家里为你做的，不难啊。,1
话说北京香山的樱桃果然好吃，我算是近水楼台先得月，哈哈。,1
是培训太苦还是业余生活太无聊？,2
作为国际友人，贵国没我一分一厘我他妈拿什么卖啊！,4
真的很差…无题识做的,2
别的日他妈，我交个男友次次开房我给钱，滚他妈的蛋。,4
又败家了，有木有……,2
你被打了？,0
是不是被震惊了？？,4
全国卫星音乐广播协作网电台直播(北京地区当然是北京音乐广播fm97.4)，新浪娱乐，北京广播网现场直播，电视播出时间典礼后在本围脖公布~~转给需要的人来围脖,1
提前祝贺你哦，但愿我们都是幸运宝宝,1
抓狂上善若水003:你有才，是个人才)，把他们在官场的那一套权威用来教育学生，肯定能起到比老师好十倍的效果。,1
真是伤不起啊……,2
洗完澡后走出浴室，坑爹的更冷了。。,3
丫好像很多年没有作品了，只能以骂老郭引起关注了，可怜又可悲,2
我有很扬吗？？怎么我不觉得？,0
历史的片段能抹灭的了吗？！,4
我也会啊！也许女人都会吧！,0
现在天气越来越热，没有空调的确太难受！,2
现在宿舍的都是我在换，我的柔软女子形象啊，伤不起啊~,2
你看看老公饼涨价了没有啊。,0
都新中国了拆迁户都特么有钱，我还看着眼红呢~！,4
甚至多次在上访时被当地警方抓回。。。,4
好看得要昏过去了……,1
我们下午六点的票！你和谁看,0
周末，来吧康乃馨,1
烟都戒的了，就不能吗？,2
呜呜！泪泪！！,2
生日快乐、、、,1
你开的吗？,0
算了，莫激动，谢谢！,0
我老了真不知道你们在纠结啥。,3
却发现，洒落的却是那无尽的泪水。,2
是真心想学油漆工?,3
现在要预多四个路口的行人通行时间，而文徳北这段路实在太短等不起。,4
周三有周二没有早起抢网速哎~~,0
你觉得手续有问题就去拦，你他妈以为你是方舟子啊！,4
哥哥说话真中听.我已经msn上给他留言了.只有等他消息了.,1
为嘛我觉得是崩溃得无法言语了……,2
是啊，哈哈,2
警方吃饱了撑着，没事儿干了？,3
你们不仅仅是辣手而是下狠手出大招啊。,4
09年11月买的数位板，原来才一年半啊，我画的东西也不多嘛，果然是没效率的人==无奈,2
烦躁，我都躁动了！,4
阿赐玩偷拍！！,4
腿上的伤口好明显tt这又不是玩命啊去他的节目啊咱本来就够优秀了不是吗？,4
是赤裸裸的诅咒。,4
你咋上了非空的车了呢。。。,0
示爱就示爱，不能示爱不成就搞破坏；,3
还真有点。我只睡两小时。,0
莫不是拉登潜逃到西安来了？,0
在哪能买到啊？,1
就是都太高调。,3
都没给我寄呢，那家伙说我的电话是空号,3
天地良心呐.哪次怠慢您啦,2
汉字多得很呢。,4
不过从发型能看出来，那是难已追忆的青春,2
见见老朋友.,0
面对着望子成龙的父母、应试教育体制束缚下的学校和老师、急功近利的社会心态，这些都让他们很多人在路途中陷于迷失。,2
美好的夜晚。,1
你们爱怎么想怎么想！！！,4
现在好多女的都不靠谱。里面外面俩个样。最害怕遇到哪些人,1
我最烦听人说自由、民主、人权。,3
我的微薄啊，多多来点卓亚的粉丝，好不好呢？不错哦,1
你2个冇成日讲我坏话得磨，眼训无罪,3
汗，又一个幸灾乐祸的,2
可是，不到六个月，天朝就已经完全尊重利比亚人民的选择了；,3
就会说恩怨二字。,4
我吃药了的，应该没事了，姐妹,2
你现在还说你要当众索吻！！！,3
只要破十咱们不错过就行~~,3
被天放萌惨了可怜。,1
好睇吗?.,2
没办法，这本书文字实在是太顺畅了，刚把它吞进嘴里面，就跟人参果一样刺溜一下穿过食道，一头扎进胃里面。,1
李荣融：在这个经济形势下，有的中央企业手又痒了，又去搞其他(副业)，搞什么不是老板说了算，你怎么不明白呢？,3
烦死了。。。,3
大腿再次拉伤，痛到我眼泪都出了…,2
你怎么在泰国？去旅游还是做手术啊,0
拍你！！哪儿咒自己生病的。,4
马路牙子做的不对！怎么可以挡知识分子的路！撞它,4
如果你相信幸福是别人给予的，那么你有可能永远都得不到……,0
我估计不是人。。。,0
有你份啊！费事一下唔买你屎忽宝份打我就死拉！！,4
谁借你钱不还了？让你这么愤怒！,4
今年一定要去一下！,1
谢谢你！收藏了！,1
气死我了，非让我们排在优酷土豆后面,4
最里面那层壳你是包邮也进不去的哟亲，顺丰也不能到的哟亲！！,4
公司都是周日休息的，周六请假要扣钱的啊！！,2
现在会驳嘴了哈，看我今晚怎么收拾你,4
我来了，天生丽质难自弃你没听说过嘛。,1
8错。。等我女儿生日定做一个,1
你有无叼反拧个死乞丐头啊？,2
可能是封闭铁道部的祖坟吧！让他们自己死无葬身之地,4
18号来南粤宛看我比赛拉，系晚上啊哈哈,4
应急复训！还有什么其他复训？毛病啊,4
把屎盆子往中介脑袋上扣简单，能解决问题吗？,4
90炭烧？,0
许多良心是有标价的；,3
而胡歌则是一个低调的男生，他的魅力是内在的，需要慢慢接触才能发觉，他身上藏着很多美好的东西，会让身边人不自觉地严于律己,1
宝贝，你今天穿的很性感？,1
自然卷伤不起啊tatatatat。。。。。,2
射手座的骨子里面透露的是一股正义。。。,1
我不是什么大人物，也不是什么完美的模范，但我早就接受了这个不完美的自己去肯定自己的存在，也巩固了自己的内在。,1
已经17年了吃惊我那匆匆逝去的流行青春啊泪话说这期送的天后小卡片、已经是之七、之八。。,2
是啊，让大伙说说怎么样！,0
我特么都懒得点名道姓了！！,4
原来都是羽毛啊~~,2
我想说的是，都等这么多年了，你tm好歹给我回个话啊，是堵车还是迷路了？！！,4
花了二十万咬牙收了一幅两尺的——靠，美国弗州农民天天一推门就进入那画里，全景天幕，天天有变化，一分钱都不花。,3
可为什么谈到我都是一声不屑：土狗呀！,2
是啊…今天我的胳膊还疼了！,2
每天看到这些假奶粉新闻真的好心痛！,2
都新中国了我还没老婆呢~！,4
连长江下游干旱或内涝都是三峡惹的祸时！说什么商人流氓是毛的祸不稀奇,4
又打电话!!!,4
由于我感冒声音沙哑影响了演出，真的很抱歉，对不起……,2
那像我这种直接在文件上动动手脚把所有动画都弄出来的，难道就是把锅底直接吃了么……,4
好好打，争取好成绩。,1
蒋少，小哇啥时候杀青啊？傅红雪会有幸福的结局吗？,0
牛人！我一直认为那个娃娃根本就夹不起来！因为我屡战屡败。,3
受不了你，我和君君都没化妆,3
不要记仇，不要敌对，给彼此一个更加亲近的机会。,0
好吧，我果然改不掉,3
跳过口播，看超忐忑的忐忑妹，看超级玛丽帅到掉……,1
昨天虚惊一场，临下降突然下落，强烈失重感堪比跳楼机！,4
真是颗重磅催泪弹。今天注定难以平静！,2
喝早了，还有邮件没看完，困得不行了已经,2
正常人的面孔呀。谁啦谁啦？,0
额都这样了、,3
富贵安康之人，谁会让孩子出来讨钱。,0
真的假的哟。。。,2
爱你时要什么有什么！,4
卧槽。。我醒来的那刻也是筋疲力竭啊,2
我相信，他就是夜华。,1
自吹自擂，报纸跟着闹，脸不红吗？,3
等于说你黑后悔跟我耍。,0
一大早，真系辛苦我的下巴了！！！,2
我艹。。。,4
7电子邮件型：十句话里面有九句是愚蠢的废话。,0
加油爸爸!,1
几个女代表谈起社会问题、农村问题，都有深刻见解，水平不低。,1
什么时候去？,0
给个盘子，就把自己当盘菜了？,3
慢慢慢慢实现后，以为自己将无欲无求。,0
到了西苑快一年了，租金比原来那地方贵了三倍，坑爹吗？？,3
越想越不舒服，这事不像删个贴封个号什么的，当你跟你朋友的网上对话引来人搜查电脑审查家庭成员的时候，你无法不把它体会为一种对肉体的侵犯。,4
珍惜遇见的另一个肩膀，从此不再一个人。,0
话说回来，六七分钟也太长了吧。。。。。怒,4
娘娘熄怒，小滴给您请安了,1
找个贤慧温油的妹纸给你煮煮饭就满足吧~233~,4
专业的相声演员！,1
导致了我误拉黑好几个人。,4
我可怜的车呀，在小区外停放，昨夜被猪驴王八都生不出的贱贼砸了，偷了我的东西，不得好死!,4
我看到你了！,0
我为小儿骄傲！,1
你为什么不早点遇到！电话好多、发私信给我！,4
呵呵！小良子要报名不？,1
很好看。。,1
真让人崩溃。,2
领导，你想害我啊？,4
太尼玛恶心了！,3
你干啥子？,0
只因建屋是苏州本土最大的房地产公司，他们态度强硬不愿索赔，他们垄断了mt，不给曝光，希望看到的朋友能帮忙转帖，让更多人看到，黑心的开发商！！,4
重庆热惨了哇！,2
被室友吐槽很讨厌小李子有点难过啊...,2
应该是不行，而且那个群里的妞是泡不上的。,0
严重鄙视瑞安。,3
这戏至今仍是孟京辉舞台剧作品中我最喜欢的一部。,1
是啊~恶心死了~！,3
副主席还是法学博士呢，让他做做看，肯定说你不对嘛！,3
这点你没瞎讲，我更敬佩你,1
吕剧《大唐黜官记》，这戏很不错。,1
我被一帮金牛女给憋出内伤了。。。自己躲起来疗伤去,2
谢谢小董董。。,0
是哇！你也惊讶吧！难道因为我是巨蟹？,3
有时候真想去他妈的房子车子，去他妈的三险一金，去他妈的结婚生子。,3
恩，晚安了，老娘明早还得去公司开门,3
四月好看电影很多啊。,1
最后希望地球平安.,1
刚刚在父亲的车上，听了你的虎年最后一期《涛声依旧》，感动依旧。,1
今日的马丁，已经成为时尚潮流界的宠儿，我以拥有马丁靴而自豪！,1
你本身就是人才。,1
走起吧！别羞射了！！,3
是的是的就呢最吵人吃个螺丝都吵的死。,3
地铁到的，那里有很多管子什么乱七八糟的废物搭成的工业建筑。,3
你不知道，没有回应的等待，真的让人很累;,2
希望所有的中国军人都能拥有幸福的生活，无论是短暂的还是漫长的，至少拥有那么一个瞬间，有种爱情是瞬间爆发的，却来得非常有力量，带着军人的铿锵和质朴，我喜欢，这是属于军人的爱情！,1
这张笑的真心萌。,1
你所指噶尔康系米我地熟悉噶篮协会长啊？,3
昨晚上我们去的那家酒吧不行…,2
要一直这么快乐下去啊~~~,1
最让我失望的是今天没有青茶只好点了绿茶！,2
前置的200万摄像头加上闪光灯，拍照效果很不错了！,1
波尔蒂如果你还记得曾经和嘟嘟的那些幸福，从此请不要再伤我儿纸。,2
全世界都是打着民主的幌子干不民主活，程度差异而已。,3
这是个表情？？？,0
你们想增肥是伐？？,3
一上来就让末子两个人check内裤啥颜色orz小润是蓝色的，四郎是黄色的……,3
可以不要打我，不要摸我吗,3
仲便过体育馆啊!以后去果度打波算啦!,0
小宝真乖，牛哥说他长大自己买辆法拉利，送偶一部拖拉机!,1
你说中国不好，有人说你洋奴；你说美国好，有人说你美奴；你说不做中国人，有人说你汉奸。,0
谁敢惹我们家嫂子，拖出去轧了,4
我还是克服不了心理障碍…,2
发稿=营销？,4
委屈委屈这个美好的少年，你惊艳了所有果果的时光！赞赞,1
本小姐吃的比他高级，我还担心他抢我的呢,4
希望这个世界因为有我的存在，有一点点不一样。,1
人家有外交豁免权滴，不过交警开路就贱了点，算了本帮公仆特色不就是欺上瞒下、恃强凌弱、崇洋媚外么？哈哈,3
为毛会是绿的，估计这样给人看没人敢吃了,3
我喜欢为大家提供娱乐。,1
我k..我要我的小木元出场！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,4
你敢天长，我就敢地久。,1
有眼睛的都能看明白吧，没法整了。。。,1
无聊且不严肃的大闹剧，真不知道他们怎么玩儿这么多年也不腻！,3
你咋这么招人烦、这么不受人待见洌~夏天了你知道么~消停会儿好不好啊~哼哼怒,3
全国政协委员、前国资委主任李荣融说，现在的身份变了，他给自己的定位是讲真话。,0
我不喜欢aj·······,3
冲动是魔鬼哦!,0
上海人不讲上海话更可爱些。,1
厄~2年啊~这样的几率也给你遇到了？,0
我都叫他不要假了，他老是在装,3
桑拿天终于要被即将来临的雨干掉了。,1
凤凰台在播事故原因时电视信号没了。。。给我们一幅山水画看,0
难道让我睡死过去?,2
就连老师们都说，编教材的要不把孩子送到国外去了，要不心理有些变态。,4
沉思我到底是个什么样的人。,0
我到广东惠州了，是昨天到的。你们顺利吗？,0
而且去年就有的东西了，几百年过去了，当新闻播。,3
你都会有时间睇，好野,0
在哪嘛你瘟症！！,3
这个很猛，军用子弹,1
核桃吃不？上网不？,0
是咯。梦得好累啊。,2
无v的人们转发下。,0
就这样的六一儿童节我过了六年，唉。,2
聚妹啊明天军训。。,2
没感觉幸福！真话！别拍我！,2
你们是哪个单位的?你们领导微薄是多少?我要给她看!,4
人家粉我了！哼！,1
好的..我等你的包,1
我要删去的微博了...,0
有点遗憾！,2
不庸人自扰。,0
真是凤姐？,0
不过这届比赛从首轮就不乏焦点战，沃兹对杜尔科，萨芬娜对小克，休伊特对纳班，场场看点十足啊！,1
怎么显示就是不对呢..,0
烧钱啊！,3
以前也不整齐，关键东西少没东西,0
少罗嗦，赐毒酒！,0
你神经了？你不是吃酒？,4
我们在北京的影院调查清清楚楚写着100个人只有1个人看过四大门户的娱乐稿还不明白？？！！,4
哈哈，哪家店啊？是说最后你还没买东西吗,1
可是某些人！,4
呀！掉头！,2
明年必是财运亨通！,1
我真！都必须纠结这个问题吗？,0
人家只请你一家，你却邀请他人同去，不厚道,3
难道是淘小淘？,4
举手！教官现在天高皇帝远我不怕你,3
给我看先，丑的没给,2
不是红十字会霸道，是政府霸道，不经过红十字会政府没油水。,3
我知道，我不可以去强求任何人。,2
我来跟他一起笑好了。,1
木有你个鬼，明明就是！明天翻扣扣记录去,4
我会看你最后一面的.白金就免了,3
我都不知道祖国的国防建设建哪儿去了？,4
所谓吉人自有天相，看到这条微博的同仁有福了，拉卡拉另一型号刷卡机—拉卡拉超级盾即将上市，它功能全面、时尚便携、操作简单，最重要的是还款付款缴费充值网购随时随地就轻松支付了。,1
我收到了两条。。。,2
住坪山啊！,2
竖中指为什么就一定要处罚呢？,4
nnd，真的要征房产税了？,4
家里热死了',2
跑题了你！！！,3
可怜的乘务组兄弟姐妹们辛苦了，从早上五点起来到现在不知道还要等多久;可怜的旅客，很体谅你们.,2
中毒？拉肚子么,0
北京为毛要早上结婚！！！,3
我们什么宗旨来着永远不嫌事儿多，永远不怕事儿大！,0
我也是，想恋爱,1
周末快乐！,1
还好谢岑明个儿走…,1
来，奶牛，过来虎门请你吃饭,1
泪泪泪泪泪时至全球化的今天，我们发现：我们的同胞们不仅文化知识普遍欠缺，更重要的是教养、修养、涵养的严重缺失。,2
如果领导再唯考核结果马首是瞻，那工作就真没什么意义和价值了。,3
真的，假的？,2
多少个人来电话了啊卧槽！,3
不睡觉干啥了？,0
20是专业日普通日见不到你吗？,0
要不要这么巧啊！！！,3
明天吧，加油！,1
我决定今晚醉死，醒来再烦恼，不然你陪我吧,2
为毛都过一年了我还是这么不争气………………,2
看来，今年又是忙碌的一年了，呵呵。。。,2
我都看出来了你没看出来？,0
